Ref number,Nerve Terminal Perimeter (um),Nerve Terminal Area (um2),Total Length of Branches (um),Average Length of Branches (um),Complexity,AChR Perimeter (um),AChR Area (um2),Endplate Diameter (um),Endplate Perimeter (um),Endplate Area (um2),Compactness,Unoccupied AChR Area (um2),Area of Synaptic Contact (um2),Overlap,Manual Endplate Area (um2),Manual Compactness,Fragmentation,Animal,Genotype,Gender
3monthNMJ_21.tif,319.5642423,215.7114447,137.1949907,1.988333199,5.357843828,257.8787914,266.651119,46.12897831,158.2193934,486.9255774,0.547621919,32.62890383,234.0222151,0.877634476,861.6043701,0.309482087,9,531,HOM,M
3monthNMJ_71.tif,220.8347536,186.5635164,108.7119185,3.197409369,4.889975372,226.2555875,275.7352071,43.13596494,124.6318008,587.1189595,0.469641122,3.68228503,272.0529221,0.986645575,717.2906494,0.384412103,5,531,HOM,M
3monthNMJ_110.tif,343.4787472,328.1511505,160.5492782,1.982089854,5.598677906,307.4978406,403.8099455,59.40111965,154.3074462,575.5017277,0.701665914,26.69027557,377.11967,0.933903868,725.9973145,0.556214104,9,531,HOM,M
3monthNMJ_156.tif,305.9804033,222.3127165,133.714744,2.089292874,5.260330895,286.1137965,333.2342137,60.62714087,192.7450628,601.9403665,0.553600045,20.10577956,313.1284342,0.93966472,989.939148,0.336620907,7,531,HOM,M
3monthNMJ_48.tif,434.674428,343.7777952,210.554929,1.6196533,6.080366449,392.6244265,407.0560601,55.75327195,212.0116661,657.484994,0.619110799,47.48386236,359.5721978,0.883348101,1076.527344,0.378119573,8,531,HOM,M
3monthNMJ_39.tif,174.6162666,171.3227148,85.54080196,6.580061689,4.084339308,172.1185413,209.2276034,116.3756923,99.11200658,310.6707815,0.67347049,4.83142638,204.396177,0.976908275,317.9179077,0.658118333,2,531,HOM,M
3monthNMJ_102.tif,607.1056616,380.2231904,310.9325724,1.766662343,6.698554519,400.5982145,450.0523997,60.30329293,203.5759465,985.518714,0.456665504,58.30424435,391.7481554,0.870450098,1288.581665,0.349261837,8,531,HOM,M
3monthNMJ_165.tif,286.0966953,228.5533089,168.4256261,1.229384132,6.140700542,183.5700716,235.4229933,30.45391507,88.56173382,413.5399014,0.56928725,25.87664995,209.5463433,0.890084441,482.2619019,0.488164195,2,531,HOM,M
3monthNMJ_26.tif,461.9774026,256.929551,227.5898211,1.149443541,6.491911163,470.2079999,424.6706355,51.68251727,146.3370877,879.3447642,0.482939858,38.74367784,385.9269576,0.908767702,1049.300293,0.404717923,8,542,WT,M
3monthNMJ_147.tif,720.289857,559.4473004,403.6170388,1.310444931,7.122603215,499.1658295,545.3640281,167.437349,165.8665465,1402.254403,0.388919462,129.7271534,415.6368747,0.762127411,1557.329712,0.350191757,8,542,WT,M
